"DATE","TIME","CO2","CH4","co2","ch4","time"
"2026-04-21","11:51:21","466.57443","2082.3745",466.57443,2082.3745,2026-04-21 11:51:21
"2026-04-21","11:51:22","465.66721","2083.9148",465.66721,2083.9148,2026-04-21 11:51:22
"2026-04-21","11:51:23","466.12021","2083.8123",466.12021,2083.8123,2026-04-21 11:51:23
"2026-04-21","11:51:24","465.8299","2082.5305",465.8299,2082.5305,2026-04-21 11:51:24
"2026-04-21","11:51:25","466.83707","2079.3926",466.83707,2079.3926,2026-04-21 11:51:25
"2026-04-21","11:51:26","467.81","2077.7727",467.81,2077.7727,2026-04-21 11:51:26
"2026-04-21","11:51:27","468.57629","2076.6562",468.57629,2076.6562,2026-04-21 11:51:27
"2026-04-21","11:51:28","468.96811","2076.0596",468.96811,2076.0596,2026-04-21 11:51:28
"2026-04-21","11:51:29","468.35129","2075.8118",468.35129,2075.8118,2026-04-21 11:51:29
"2026-04-21","11:51:30","467.79974","2075.8015",467.79974,2075.8015,2026-04-21 11:51:30
"2026-04-21","11:51:31","467.21219","2076.5549",467.21219,2076.5549,2026-04-21 11:51:31
"2026-04-21","11:51:32","466.97778","2076.7666",466.97778,2076.7666,2026-04-21 11:51:32
"2026-04-21","11:51:33","465.76767","2077.1855",465.76767,2077.1855,2026-04-21 11:51:33
"2026-04-21","11:51:34","465.79233","2077.2493",465.79233,2077.2493,2026-04-21 11:51:34
"2026-04-21","11:51:35","465.82083","2078.0193",465.82083,2078.0193,2026-04-21 11:51:35
"2026-04-21","11:51:36","465.83582","2082.4409",465.83582,2082.4409,2026-04-21 11:51:36
"2026-04-21","11:51:37","465.48813","2085.064",465.48813,2085.064,2026-04-21 11:51:37
"2026-04-21","11:51:38","466.05423","2080.2825",466.05423,2080.2825,2026-04-21 11:51:38
"2026-04-21","11:51:39","466.20633","2080.2615",466.20633,2080.2615,2026-04-21 11:51:39
"2026-04-21","11:51:40","466.24615","2081.3833",466.24615,2081.3833,2026-04-21 11:51:40
"2026-04-21","11:51:41","468.19876","2081.1946",468.19876,2081.1946,2026-04-21 11:51:41
"2026-04-21","11:51:42","466.48654","2080.3445",466.48654,2080.3445,2026-04-21 11:51:42
"2026-04-21","11:51:43","465.92068","2079.6443",465.92068,2079.6443,2026-04-21 11:51:43
"2026-04-21","11:51:44","465.48666","2078.748",465.48666,2078.748,2026-04-21 11:51:44
"2026-04-21","11:51:45","463.91833","2078.5791",463.91833,2078.5791,2026-04-21 11:51:45
"2026-04-21","11:51:46","465.06079","2077.3801",465.06079,2077.3801,2026-04-21 11:51:46
"2026-04-21","11:51:47","465.09512","2075.8245",465.09512,2075.8245,2026-04-21 11:51:47
"2026-04-21","11:51:48","465.52481","2076.6641",465.52481,2076.6641,2026-04-21 11:51:48
"2026-04-21","11:51:49","464.43338","2078.4368",464.43338,2078.4368,2026-04-21 11:51:49
"2026-04-21","11:51:50","464.19876","2079.406",464.19876,2079.406,2026-04-21 11:51:50
"2026-04-21","11:51:51","463.89233","2079.3489",463.89233,2079.3489,2026-04-21 11:51:51
"2026-04-21","11:51:52","464.16599","2078.2085",464.16599,2078.2085,2026-04-21 11:51:52
"2026-04-21","11:51:53","463.814","2078.4739",463.814,2078.4739,2026-04-21 11:51:53
"2026-04-21","11:51:54","463.57571","2080.5203",463.57571,2080.5203,2026-04-21 11:51:54
"2026-04-21","11:51:55","463.21317","2082.5244",463.21317,2082.5244,2026-04-21 11:51:55
"2026-04-21","11:51:56","463.74158","2083.4539",463.74158,2083.4539,2026-04-21 11:51:56
"2026-04-21","11:51:57","464.41895","2081.1787",464.41895,2081.1787,2026-04-21 11:51:57
"2026-04-21","11:51:58","464.40613","2080.1924",464.40613,2080.1924,2026-04-21 11:51:58
"2026-04-21","11:51:59","464.35345","2079.4431",464.35345,2079.4431,2026-04-21 11:51:59
"2026-04-21","11:52:00","464.99429","2077.0947",464.99429,2077.0947,2026-04-21 11:52:00
"2026-04-21","11:52:01","465.21732","2074.3208",465.21732,2074.3208,2026-04-21 11:52:01
"2026-04-21","11:52:02","465.30011","2072.667",465.30011,2072.667,2026-04-21 11:52:02
"2026-04-21","11:52:03","465.0592","2072.7351",465.0592,2072.7351,2026-04-21 11:52:03
"2026-04-21","11:52:04","464.97525","2073.4373",464.97525,2073.4373,2026-04-21 11:52:04
"2026-04-21","11:52:05","464.64548","2073.6045",464.64548,2073.6045,2026-04-21 11:52:05
"2026-04-21","11:52:06","464.63858","2073.6289",464.63858,2073.6289,2026-04-21 11:52:06
"2026-04-21","11:52:07","464.35431","2078.1719",464.35431,2078.1719,2026-04-21 11:52:07
"2026-04-21","11:52:08","464.03857","2108.3972",464.03857,2108.3972,2026-04-21 11:52:08
"2026-04-21","11:52:09","464.48041","2107.385",464.48041,2107.385,2026-04-21 11:52:09
"2026-04-21","11:52:10","464.66003","2088.9431",464.66003,2088.9431,2026-04-21 11:52:10
"2026-04-21","11:52:11","464.75748","2077.5149",464.75748,2077.5149,2026-04-21 11:52:11
"2026-04-21","11:52:12","464.57172","2076.0117",464.57172,2076.0117,2026-04-21 11:52:12
"2026-04-21","11:52:13","464.89154","2078.0938",464.89154,2078.0938,2026-04-21 11:52:13
"2026-04-21","11:52:14","464.45016","2073.4307",464.45016,2073.4307,2026-04-21 11:52:14
"2026-04-21","11:52:15","464.82901","2070.9939",464.82901,2070.9939,2026-04-21 11:52:15
"2026-04-21","11:52:16","465.07358","2070.25",465.07358,2070.25,2026-04-21 11:52:16
"2026-04-21","11:52:17","464.80411","2069.9468",464.80411,2069.9468,2026-04-21 11:52:17
"2026-04-21","11:52:18","464.67267","2069.7202",464.67267,2069.7202,2026-04-21 11:52:18
"2026-04-21","11:52:19","427.02774","2029.9362",427.02774,2029.9362,2026-04-21 11:52:19
"2026-04-21","11:52:20","428.41476","2030.8582",428.41476,2030.8582,2026-04-21 11:52:20
"2026-04-21","11:52:21","430.93152","2031.7867",430.93152,2031.7867,2026-04-21 11:52:21
"2026-04-21","11:52:22","432.73828","2032.3203",432.73828,2032.3203,2026-04-21 11:52:22
"2026-04-21","11:52:23","433.65753","2032.9244",433.65753,2032.9244,2026-04-21 11:52:23
"2026-04-21","11:52:24","435.26733","2033.5667",435.26733,2033.5667,2026-04-21 11:52:24
"2026-04-21","11:52:25","436.04376","2033.7769",436.04376,2033.7769,2026-04-21 11:52:25
"2026-04-21","11:52:26","437.45325","2034.0562",437.45325,2034.0562,2026-04-21 11:52:26
"2026-04-21","11:52:27","439.61511","2034.5175",439.61511,2034.5175,2026-04-21 11:52:27
"2026-04-21","11:52:28","440.75885","2034.6666",440.75885,2034.6666,2026-04-21 11:52:28
"2026-04-21","11:52:29","442.65536","2034.6572",442.65536,2034.6572,2026-04-21 11:52:29
"2026-04-21","11:52:30","443.0918","2034.842",443.0918,2034.842,2026-04-21 11:52:30
"2026-04-21","11:52:31","444.38879","2034.9161",444.38879,2034.9161,2026-04-21 11:52:31
"2026-04-21","11:52:32","445.25342","2034.8644",445.25342,2034.8644,2026-04-21 11:52:32
"2026-04-21","11:52:33","445.10364","2034.9584",445.10364,2034.9584,2026-04-21 11:52:33
"2026-04-21","11:52:34","446.14334","2034.9615",446.14334,2034.9615,2026-04-21 11:52:34
"2026-04-21","11:52:35","446.49338","2034.9736",446.49338,2034.9736,2026-04-21 11:52:35
"2026-04-21","11:52:36","446.82874","2034.9462",446.82874,2034.9462,2026-04-21 11:52:36
"2026-04-21","11:52:37","447.37848","2034.8499",447.37848,2034.8499,2026-04-21 11:52:37
"2026-04-21","11:52:38","447.38461","2034.9294",447.38461,2034.9294,2026-04-21 11:52:38
"2026-04-21","11:52:39","447.21432","2034.8002",447.21432,2034.8002,2026-04-21 11:52:39
"2026-04-21","11:52:40","447.45023","2035.0179",447.45023,2035.0179,2026-04-21 11:52:40
"2026-04-21","11:52:41","447.29822","2034.7604",447.29822,2034.7604,2026-04-21 11:52:41
"2026-04-21","11:52:42","447.02649","2034.621",447.02649,2034.621,2026-04-21 11:52:42
"2026-04-21","11:52:43","447.29651","2034.6519",447.29651,2034.6519,2026-04-21 11:52:43
"2026-04-21","11:52:44","447.04599","2034.9729",447.04599,2034.9729,2026-04-21 11:52:44
"2026-04-21","11:52:45","447.46786","2035.0178",447.46786,2035.0178,2026-04-21 11:52:45
"2026-04-21","11:52:46","447.42392","2035.1785",447.42392,2035.1785,2026-04-21 11:52:46
"2026-04-21","11:52:47","447.17889","2035.209",447.17889,2035.209,2026-04-21 11:52:47
"2026-04-21","11:52:48","447.27576","2035.375",447.27576,2035.375,2026-04-21 11:52:48
"2026-04-21","11:52:49","447.16214","2036.3895",447.16214,2036.3895,2026-04-21 11:52:49
"2026-04-21","11:52:50","447.14462","2035.8623",447.14462,2035.8623,2026-04-21 11:52:50
"2026-04-21","11:52:51","447.13681","2035.0579",447.13681,2035.0579,2026-04-21 11:52:51
"2026-04-21","11:52:52","446.93781","2034.9083",446.93781,2034.9083,2026-04-21 11:52:52
"2026-04-21","11:52:53","446.50519","2035.6953",446.50519,2035.6953,2026-04-21 11:52:53
"2026-04-21","11:52:54","447.37903","2036.7068",447.37903,2036.7068,2026-04-21 11:52:54
"2026-04-21","11:52:55","447.86755","2035.5491",447.86755,2035.5491,2026-04-21 11:52:55
"2026-04-21","11:52:56","447.75806","2035.1467",447.75806,2035.1467,2026-04-21 11:52:56
"2026-04-21","11:52:57","447.48978","2035.1938",447.48978,2035.1938,2026-04-21 11:52:57
"2026-04-21","11:52:58","448.2399","2035.13",448.2399,2035.13,2026-04-21 11:52:58
"2026-04-21","11:52:59","447.93323","2034.9668",447.93323,2034.9668,2026-04-21 11:52:59
"2026-04-21","11:53:00","447.56955","2035.0013",447.56955,2035.0013,2026-04-21 11:53:00
"2026-04-21","11:53:01","448.01938","2034.7603",448.01938,2034.7603,2026-04-21 11:53:01
"2026-04-21","11:53:02","447.88617","2034.8392",447.88617,2034.8392,2026-04-21 11:53:02
"2026-04-21","11:53:03","447.50647","2034.7415",447.50647,2034.7415,2026-04-21 11:53:03
"2026-04-21","11:53:04","447.02429","2034.8262",447.02429,2034.8262,2026-04-21 11:53:04
"2026-04-21","11:53:05","447.13031","2034.9592",447.13031,2034.9592,2026-04-21 11:53:05
"2026-04-21","11:53:06","447.39517","2035.1927",447.39517,2035.1927,2026-04-21 11:53:06
"2026-04-21","11:53:07","446.81403","2035.318",446.81403,2035.318,2026-04-21 11:53:07
"2026-04-21","11:53:08","446.60889","2035.6469",446.60889,2035.6469,2026-04-21 11:53:08
"2026-04-21","11:53:09","446.00098","2035.5594",446.00098,2035.5594,2026-04-21 11:53:09
"2026-04-21","11:53:10","446.1449","2035.4158",446.1449,2035.4158,2026-04-21 11:53:10
"2026-04-21","11:53:11","446.69769","2038.238",446.69769,2038.238,2026-04-21 11:53:11
"2026-04-21","11:53:12","446.08551","2040.1923",446.08551,2040.1923,2026-04-21 11:53:12
"2026-04-21","11:53:13","446.48605","2040.4957",446.48605,2040.4957,2026-04-21 11:53:13
"2026-04-21","11:53:14","446.86453","2042.5823",446.86453,2042.5823,2026-04-21 11:53:14
"2026-04-21","11:53:15","446.76205","2045.307",446.76205,2045.307,2026-04-21 11:53:15
"2026-04-21","11:53:16","447.8244","2046.4218",447.8244,2046.4218,2026-04-21 11:53:16
"2026-04-21","11:53:17","448.14999","2045.6781",448.14999,2045.6781,2026-04-21 11:53:17
"2026-04-21","11:53:18","447.46075","2044.0708",447.46075,2044.0708,2026-04-21 11:53:18
"2026-04-21","11:53:19","447.4642","2044.1134",447.4642,2044.1134,2026-04-21 11:53:19
"2026-04-21","11:53:20","447.89371","2044.9135",447.89371,2044.9135,2026-04-21 11:53:20
"2026-04-21","11:53:21","448.09427","2045.6252",448.09427,2045.6252,2026-04-21 11:53:21
"2026-04-21","11:53:22","448.41013","2046.3411",448.41013,2046.3411,2026-04-21 11:53:22
"2026-04-21","11:53:23","448.09555","2046.8444",448.09555,2046.8444,2026-04-21 11:53:23
"2026-04-21","11:53:24","447.89417","2047.5106",447.89417,2047.5106,2026-04-21 11:53:24
"2026-04-21","11:53:25","448.12891","2048.5427",448.12891,2048.5427,2026-04-21 11:53:25
"2026-04-21","11:53:26","448.06299","2048.2869",448.06299,2048.2869,2026-04-21 11:53:26
"2026-04-21","11:53:27","446.62677","2046.8829",446.62677,2046.8829,2026-04-21 11:53:27
"2026-04-21","11:53:28","446.67169","2046.0709",446.67169,2046.0709,2026-04-21 11:53:28
"2026-04-21","11:53:29","447.1004","2043.8752",447.1004,2043.8752,2026-04-21 11:53:29
"2026-04-21","11:53:30","446.12274","2043.2498",446.12274,2043.2498,2026-04-21 11:53:30
"2026-04-21","11:53:31","446.97006","2042.1385",446.97006,2042.1385,2026-04-21 11:53:31
"2026-04-21","11:53:32","446.39767","2040.9813",446.39767,2040.9813,2026-04-21 11:53:32
"2026-04-21","11:53:33","447.09579","2039.8372",447.09579,2039.8372,2026-04-21 11:53:33
"2026-04-21","11:53:34","446.94467","2039.0188",446.94467,2039.0188,2026-04-21 11:53:34
"2026-04-21","11:53:35","446.82181","2038.9233",446.82181,2038.9233,2026-04-21 11:53:35
"2026-04-21","11:53:36","446.45139","2039.214",446.45139,2039.214,2026-04-21 11:53:36
"2026-04-21","11:53:37","445.83588","2039.3134",445.83588,2039.3134,2026-04-21 11:53:37
"2026-04-21","11:53:38","445.72559","2039.2478",445.72559,2039.2478,2026-04-21 11:53:38
"2026-04-21","11:53:39","445.1994","2039.1305",445.1994,2039.1305,2026-04-21 11:53:39
"2026-04-21","11:53:40","444.86237","2038.1562",444.86237,2038.1562,2026-04-21 11:53:40
"2026-04-21","11:53:41","445.40009","2038.7135",445.40009,2038.7135,2026-04-21 11:53:41
"2026-04-21","11:53:42","445.70624","2038.6244",445.70624,2038.6244,2026-04-21 11:53:42
"2026-04-21","11:53:43","445.69958","2038.5476",445.69958,2038.5476,2026-04-21 11:53:43
"2026-04-21","11:53:44","446.70145","2038.6158",446.70145,2038.6158,2026-04-21 11:53:44
"2026-04-21","11:53:45","448.0589","2038.2209",448.0589,2038.2209,2026-04-21 11:53:45
"2026-04-21","11:53:46","448.24432","2038.0365",448.24432,2038.0365,2026-04-21 11:53:46
"2026-04-21","11:53:47","447.46509","2038.2513",447.46509,2038.2513,2026-04-21 11:53:47
"2026-04-21","11:53:48","446.65799","2038.7112",446.65799,2038.7112,2026-04-21 11:53:48
"2026-04-21","11:53:49","447.50427","2037.2312",447.50427,2037.2312,2026-04-21 11:53:49
"2026-04-21","11:53:50","447.29684","2036.6262",447.29684,2036.6262,2026-04-21 11:53:50
"2026-04-21","11:53:51","447.38406","2036.8461",447.38406,2036.8461,2026-04-21 11:53:51
"2026-04-21","11:53:52","447.37061","2036.6241",447.37061,2036.6241,2026-04-21 11:53:52
"2026-04-21","11:53:53","447.30716","2036.6396",447.30716,2036.6396,2026-04-21 11:53:53
"2026-04-21","11:53:54","447.22754","2036.4242",447.22754,2036.4242,2026-04-21 11:53:54
"2026-04-21","11:53:55","447.52271","2036.1814",447.52271,2036.1814,2026-04-21 11:53:55
"2026-04-21","11:53:56","447.34409","2036.3361",447.34409,2036.3361,2026-04-21 11:53:56
"2026-04-21","11:53:57","447.33466","2036.6744",447.33466,2036.6744,2026-04-21 11:53:57
"2026-04-21","11:53:58","447.02179","2037.0342",447.02179,2037.0342,2026-04-21 11:53:58
"2026-04-21","11:53:59","447.18173","2036.9768",447.18173,2036.9768,2026-04-21 11:53:59
"2026-04-21","11:54:00","446.7645","2037.9688",446.7645,2037.9688,2026-04-21 11:54:00
"2026-04-21","11:54:01","446.65771","2038.6278",446.65771,2038.6278,2026-04-21 11:54:01
"2026-04-21","11:54:02","446.41422","2039.1204",446.41422,2039.1204,2026-04-21 11:54:02
"2026-04-21","11:54:03","447.17862","2039.9453",447.17862,2039.9453,2026-04-21 11:54:03
"2026-04-21","11:54:04","447.54318","2038.7251",447.54318,2038.7251,2026-04-21 11:54:04
"2026-04-21","11:54:05","447.23566","2038.8512",447.23566,2038.8512,2026-04-21 11:54:05
"2026-04-21","11:54:06","447.09012","2038.8955",447.09012,2038.8955,2026-04-21 11:54:06
"2026-04-21","11:54:07","447.32001","2038.9124",447.32001,2038.9124,2026-04-21 11:54:07
"2026-04-21","11:54:08","446.70706","2038.9906",446.70706,2038.9906,2026-04-21 11:54:08
"2026-04-21","11:54:09","446.91953","2038.653",446.91953,2038.653,2026-04-21 11:54:09
"2026-04-21","11:54:10","446.37842","2041.5864",446.37842,2041.5864,2026-04-21 11:54:10
"2026-04-21","11:54:11","446.51889","2046.8903",446.51889,2046.8903,2026-04-21 11:54:11
"2026-04-21","11:54:12","446.0535","2047.2216",446.0535,2047.2216,2026-04-21 11:54:12
"2026-04-21","11:54:13","446.02509","2046.0411",446.02509,2046.0411,2026-04-21 11:54:13
"2026-04-21","11:54:14","445.53116","2044.6042",445.53116,2044.6042,2026-04-21 11:54:14
"2026-04-21","11:54:15","446.13391","2045.8711",446.13391,2045.8711,2026-04-21 11:54:15
"2026-04-21","11:54:16","445.86066","2046.554",445.86066,2046.554,2026-04-21 11:54:16
"2026-04-21","11:54:17","445.60605","2043.4873",445.60605,2043.4873,2026-04-21 11:54:17
"2026-04-21","11:54:18","446.61707","2043.391",446.61707,2043.391,2026-04-21 11:54:18
"2026-04-21","11:54:19","445.75574","2045.1676",445.75574,2045.1676,2026-04-21 11:54:19
"2026-04-21","11:54:20","446.56473","2048.229",446.56473,2048.229,2026-04-21 11:54:20
"2026-04-21","11:54:21","446.90546","2048.2358",446.90546,2048.2358,2026-04-21 11:54:21
"2026-04-21","11:54:22","446.91455","2042.1163",446.91455,2042.1163,2026-04-21 11:54:22
"2026-04-21","11:54:23","446.15799","2039.8398",446.15799,2039.8398,2026-04-21 11:54:23
"2026-04-21","11:54:24","446.49091","2039.8087",446.49091,2039.8087,2026-04-21 11:54:24
"2026-04-21","11:54:25","445.92239","2040.2755",445.92239,2040.2755,2026-04-21 11:54:25
"2026-04-21","11:54:26","445.81857","2041.7523",445.81857,2041.7523,2026-04-21 11:54:26
"2026-04-21","11:54:27","446.37787","2040.0792",446.37787,2040.0792,2026-04-21 11:54:27
"2026-04-21","11:54:28","446.53314","2037.9294",446.53314,2037.9294,2026-04-21 11:54:28
"2026-04-21","11:54:29","447.61975","2036.5294",447.61975,2036.5294,2026-04-21 11:54:29
"2026-04-21","11:54:30","447.513","2035.5741",447.513,2035.5741,2026-04-21 11:54:30
"2026-04-21","11:54:31","447.24692","2035.4792",447.24692,2035.4792,2026-04-21 11:54:31
"2026-04-21","11:54:32","447.57138","2034.9253",447.57138,2034.9253,2026-04-21 11:54:32
"2026-04-21","11:54:33","447.66306","2034.8419",447.66306,2034.8419,2026-04-21 11:54:33
"2026-04-21","11:54:34","447.45026","2034.8016",447.45026,2034.8016,2026-04-21 11:54:34
"2026-04-21","11:54:35","447.42249","2034.9132",447.42249,2034.9132,2026-04-21 11:54:35
"2026-04-21","11:54:36","447.20691","2034.8025",447.20691,2034.8025,2026-04-21 11:54:36
"2026-04-21","11:54:37","446.82175","2036.3303",446.82175,2036.3303,2026-04-21 11:54:37
"2026-04-21","11:54:38","446.04794","2044.196",446.04794,2044.196,2026-04-21 11:54:38
"2026-04-21","11:54:39","445.82932","2045.0166",445.82932,2045.0166,2026-04-21 11:54:39
"2026-04-21","11:54:40","446.49963","2041.5349",446.49963,2041.5349,2026-04-21 11:54:40
"2026-04-21","11:54:41","446.48169","2039.118",446.48169,2039.118,2026-04-21 11:54:41
"2026-04-21","11:54:42","447.86234","2037.9794",447.86234,2037.9794,2026-04-21 11:54:42
"2026-04-21","11:54:43","446.9534","2038.4197",446.9534,2038.4197,2026-04-21 11:54:43
"2026-04-21","11:54:44","447.08154","2038.614",447.08154,2038.614,2026-04-21 11:54:44
"2026-04-21","11:54:45","446.94287","2039.3488",446.94287,2039.3488,2026-04-21 11:54:45
"2026-04-21","11:54:46","447.28629","2037.8909",447.28629,2037.8909,2026-04-21 11:54:46
"2026-04-21","11:54:47","446.73343","2036.2158",446.73343,2036.2158,2026-04-21 11:54:47
"2026-04-21","11:54:48","447.05359","2036.3922",447.05359,2036.3922,2026-04-21 11:54:48
"2026-04-21","11:54:49","446.70624","2036.0005",446.70624,2036.0005,2026-04-21 11:54:49
"2026-04-21","11:54:50","447.07962","2036.0776",447.07962,2036.0776,2026-04-21 11:54:50
"2026-04-21","11:54:51","446.74091","2036.7565",446.74091,2036.7565,2026-04-21 11:54:51
"2026-04-21","11:54:52","446.38928","2040.9388",446.38928,2040.9388,2026-04-21 11:54:52
"2026-04-21","11:54:53","446.64224","2041.3329",446.64224,2041.3329,2026-04-21 11:54:53
"2026-04-21","11:54:54","446.26675","2040.6394",446.26675,2040.6394,2026-04-21 11:54:54
"2026-04-21","11:54:55","445.97531","2040.7865",445.97531,2040.7865,2026-04-21 11:54:55
"2026-04-21","11:54:56","445.81592","2041.2924",445.81592,2041.2924,2026-04-21 11:54:56
"2026-04-21","11:54:57","444.91415","2041.5024",444.91415,2041.5024,2026-04-21 11:54:57
"2026-04-21","11:54:58","445.32053","2040.4286",445.32053,2040.4286,2026-04-21 11:54:58
"2026-04-21","11:54:59","445.45361","2039.2937",445.45361,2039.2937,2026-04-21 11:54:59
"2026-04-21","11:55:00","444.51212","2038.1562",444.51212,2038.1562,2026-04-21 11:55:00
"2026-04-21","11:55:01","444.99002","2038.8455",444.99002,2038.8455,2026-04-21 11:55:01
"2026-04-21","11:55:02","445.74146","2038.948",445.74146,2038.948,2026-04-21 11:55:02
"2026-04-21","11:55:03","446.05075","2038.757",446.05075,2038.757,2026-04-21 11:55:03
"2026-04-21","11:55:04","445.88101","2038.2128",445.88101,2038.2128,2026-04-21 11:55:04
"2026-04-21","11:55:05","445.83957","2037.8628",445.83957,2037.8628,2026-04-21 11:55:05
"2026-04-21","11:55:06","446.75583","2036.5426",446.75583,2036.5426,2026-04-21 11:55:06
"2026-04-21","11:55:07","446.48969","2036.1727",446.48969,2036.1727,2026-04-21 11:55:07
"2026-04-21","11:55:08","446.69138","2036.3187",446.69138,2036.3187,2026-04-21 11:55:08
"2026-04-21","11:55:09","445.8067","2037.0332",445.8067,2037.0332,2026-04-21 11:55:09
"2026-04-21","11:55:10","446.08942","2041.724",446.08942,2041.724,2026-04-21 11:55:10
"2026-04-21","11:55:11","446.06744","2046.8297",446.06744,2046.8297,2026-04-21 11:55:11
"2026-04-21","11:55:12","447.60532","2045.7124",447.60532,2045.7124,2026-04-21 11:55:12
"2026-04-21","11:55:13","447.16647","2047.3224",447.16647,2047.3224,2026-04-21 11:55:13
"2026-04-21","11:55:14","446.60614","2042.885",446.60614,2042.885,2026-04-21 11:55:14
"2026-04-21","11:55:15","446.19556","2040.4517",446.19556,2040.4517,2026-04-21 11:55:15
"2026-04-21","11:55:16","446.78906","2039.0521",446.78906,2039.0521,2026-04-21 11:55:16
"2026-04-21","11:55:17","448.90903","2039.2183",448.90903,2039.2183,2026-04-21 11:55:17
"2026-04-21","11:55:18","450.80615","2040.1541",450.80615,2040.1541,2026-04-21 11:55:18
"2026-04-21","11:55:19","447.18491","2041.2469",447.18491,2041.2469,2026-04-21 11:55:19
"2026-04-21","11:55:20","446.71475","2040.9875",446.71475,2040.9875,2026-04-21 11:55:20
"2026-04-21","11:55:21","445.98633","2041.0051",445.98633,2041.0051,2026-04-21 11:55:21
"2026-04-21","11:55:22","446.23395","2043.3141",446.23395,2043.3141,2026-04-21 11:55:22
"2026-04-21","11:55:23","448.33545","2045.1566",448.33545,2045.1566,2026-04-21 11:55:23
"2026-04-21","11:55:24","449.58035","2044.3217",449.58035,2044.3217,2026-04-21 11:55:24
"2026-04-21","11:55:25","448.64047","2042.6136",448.64047,2042.6136,2026-04-21 11:55:25
"2026-04-21","11:55:26","447.71747","2041.0155",447.71747,2041.0155,2026-04-21 11:55:26
"2026-04-21","11:55:27","450.18051","2039.7365",450.18051,2039.7365,2026-04-21 11:55:27
"2026-04-21","11:55:28","451.68881","2040.4393",451.68881,2040.4393,2026-04-21 11:55:28
"2026-04-21","11:55:29","449.63007","2041.3885",449.63007,2041.3885,2026-04-21 11:55:29
"2026-04-21","11:55:30","448.56238","2041.7562",448.56238,2041.7562,2026-04-21 11:55:30
"2026-04-21","11:55:31","447.66403","2045.2333",447.66403,2045.2333,2026-04-21 11:55:31
"2026-04-21","11:55:32","447.50418","2051.2087",447.50418,2051.2087,2026-04-21 11:55:32
"2026-04-21","11:55:33","446.94583","2050.8916",446.94583,2050.8916,2026-04-21 11:55:33
"2026-04-21","11:55:34","446.6814","2052.656",446.6814,2052.656,2026-04-21 11:55:34
"2026-04-21","11:55:35","446.61069","2053.1155",446.61069,2053.1155,2026-04-21 11:55:35
"2026-04-21","11:55:36","445.81674","2047.7959",445.81674,2047.7959,2026-04-21 11:55:36
"2026-04-21","11:55:37","445.82803","2042.6085",445.82803,2042.6085,2026-04-21 11:55:37
"2026-04-21","11:55:38","445.57394","2043.5667",445.57394,2043.5667,2026-04-21 11:55:38
"2026-04-21","11:55:39","445.11276","2050.7417",445.11276,2050.7417,2026-04-21 11:55:39
"2026-04-21","11:55:40","446.19684","2055.6946",446.19684,2055.6946,2026-04-21 11:55:40
"2026-04-21","11:55:41","446.30734","2045.7712",446.30734,2045.7712,2026-04-21 11:55:41
"2026-04-21","11:55:42","446.90372","2039.3618",446.90372,2039.3618,2026-04-21 11:55:42
"2026-04-21","11:55:43","446.47464","2038.156",446.47464,2038.156,2026-04-21 11:55:43
"2026-04-21","11:55:44","446.58005","2036.6906",446.58005,2036.6906,2026-04-21 11:55:44
"2026-04-21","11:55:45","446.40649","2036.0498",446.40649,2036.0498,2026-04-21 11:55:45
